issue_type,severity,element,element_index,ifc_type,ontology_class,brick_class,message,architectural_element,architectural_index,architectural_ifc_type,edge_index,predicate
terminal_not_located_in_space,medium,1480,14838,,brick:Outlet,brick:Outlet,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1481,14839,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1482,14840,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1483,14841,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1484,14842,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1485,14843,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1486,14844,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,482,28838,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,483,28839,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,484,28840,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,485,28841,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,486,28842,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,487,28843,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,488,28844,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,489,28845,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,490,28846,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,491,28847,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,492,28848,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,493,28849,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,494,28850,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,495,28851,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,496,28852,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,497,28853,,brick:Terminal_Unit,brick:Terminal_Unit,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1542,29898,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1543,29899,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1544,29900,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1545,29901,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1546,29902,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
terminal_not_located_in_space,medium,1547,29903,,brick:Plumbing_Fixture,brick:Plumbing_Fixture,Terminal/equipment has no derived architectural space location.,,,,,
overasserted_flow_direction,high,498,28854,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23474.0,brick:feeds
overasserted_flow_direction,high,500,28856,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23475.0,brick:feeds
overasserted_flow_direction,high,502,28858,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23476.0,brick:feeds
overasserted_flow_direction,high,504,28860,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23477.0,brick:feeds
overasserted_flow_direction,high,506,28862,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23478.0,brick:feeds
overasserted_flow_direction,high,508,28864,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23479.0,brick:feeds
overasserted_flow_direction,high,510,28866,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23480.0,brick:feeds
overasserted_flow_direction,high,512,28868,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23481.0,brick:feeds
overasserted_flow_direction,high,514,28870,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23482.0,brick:feeds
overasserted_flow_direction,high,516,28872,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23483.0,brick:feeds
overasserted_flow_direction,high,518,28874,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23484.0,brick:feeds
overasserted_flow_direction,high,520,28876,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23485.0,brick:feeds
overasserted_flow_direction,high,522,28878,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23486.0,brick:feeds
overasserted_flow_direction,high,524,28880,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23487.0,brick:feeds
overasserted_flow_direction,high,526,28882,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23488.0,brick:feeds
overasserted_flow_direction,high,528,28884,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23489.0,brick:feeds
overasserted_flow_direction,high,530,28886,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23490.0,brick:feeds
overasserted_flow_direction,high,532,28888,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23491.0,brick:feeds
overasserted_flow_direction,high,534,28890,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23492.0,brick:feeds
overasserted_flow_direction,high,536,28892,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23493.0,brick:feeds
overasserted_flow_direction,high,538,28894,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23494.0,brick:feeds
overasserted_flow_direction,high,540,28896,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23495.0,brick:feeds
overasserted_flow_direction,high,542,28898,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23496.0,brick:feeds
overasserted_flow_direction,high,544,28900,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23497.0,brick:feeds
overasserted_flow_direction,high,546,28902,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23498.0,brick:feeds
overasserted_flow_direction,high,548,28904,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23499.0,brick:feeds
overasserted_flow_direction,high,550,28906,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23500.0,brick:feeds
overasserted_flow_direction,high,552,28908,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23501.0,brick:feeds
overasserted_flow_direction,high,554,28910,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23502.0,brick:feeds
overasserted_flow_direction,high,556,28912,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23503.0,brick:feeds
overasserted_flow_direction,high,558,28914,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23504.0,brick:feeds
overasserted_flow_direction,high,560,28916,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23505.0,brick:feeds
overasserted_flow_direction,high,562,28918,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23506.0,brick:feeds
overasserted_flow_direction,high,564,28920,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23507.0,brick:feeds
overasserted_flow_direction,high,566,28922,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23508.0,brick:feeds
overasserted_flow_direction,high,568,28924,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23509.0,brick:feeds
overasserted_flow_direction,high,570,28926,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23510.0,brick:feeds
overasserted_flow_direction,high,572,28928,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23511.0,brick:feeds
overasserted_flow_direction,high,574,28930,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23512.0,brick:feeds
overasserted_flow_direction,high,576,28932,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23513.0,brick:feeds
overasserted_flow_direction,high,578,28934,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23514.0,brick:feeds
overasserted_flow_direction,high,580,28936,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23515.0,brick:feeds
overasserted_flow_direction,high,582,28938,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23516.0,brick:feeds
overasserted_flow_direction,high,584,28940,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23517.0,brick:feeds
overasserted_flow_direction,high,586,28942,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23518.0,brick:feeds
overasserted_flow_direction,high,588,28944,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23519.0,brick:feeds
overasserted_flow_direction,high,590,28946,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23520.0,brick:feeds
overasserted_flow_direction,high,592,28948,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23521.0,brick:feeds
overasserted_flow_direction,high,594,28950,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23522.0,brick:feeds
overasserted_flow_direction,high,596,28952,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23523.0,brick:feeds
overasserted_flow_direction,high,598,28954,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23524.0,brick:feeds
overasserted_flow_direction,high,600,28956,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23525.0,brick:feeds
overasserted_flow_direction,high,602,28958,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23526.0,brick:feeds
overasserted_flow_direction,high,604,28960,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23527.0,brick:feeds
overasserted_flow_direction,high,606,28962,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23528.0,brick:feeds
overasserted_flow_direction,high,608,28964,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23529.0,brick:feeds
overasserted_flow_direction,high,610,28966,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23530.0,brick:feeds
overasserted_flow_direction,high,612,28968,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23531.0,brick:feeds
overasserted_flow_direction,high,614,28970,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23532.0,brick:feeds
overasserted_flow_direction,high,616,28972,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23533.0,brick:feeds
overasserted_flow_direction,high,618,28974,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23534.0,brick:feeds
overasserted_flow_direction,high,620,28976,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23535.0,brick:feeds
overasserted_flow_direction,high,622,28978,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23536.0,brick:feeds
overasserted_flow_direction,high,624,28980,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23537.0,brick:feeds
overasserted_flow_direction,high,626,28982,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23538.0,brick:feeds
overasserted_flow_direction,high,628,28984,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23539.0,brick:feeds
overasserted_flow_direction,high,630,28986,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23540.0,brick:feeds
overasserted_flow_direction,high,632,28988,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23541.0,brick:feeds
overasserted_flow_direction,high,634,28990,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23542.0,brick:feeds
overasserted_flow_direction,high,636,28992,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23543.0,brick:feeds
overasserted_flow_direction,high,638,28994,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23544.0,brick:feeds
overasserted_flow_direction,high,640,28996,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23545.0,brick:feeds
overasserted_flow_direction,high,642,28998,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23546.0,brick:feeds
overasserted_flow_direction,high,644,29000,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23547.0,brick:feeds
overasserted_flow_direction,high,646,29002,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23548.0,brick:feeds
overasserted_flow_direction,high,648,29004,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23549.0,brick:feeds
overasserted_flow_direction,high,650,29006,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23550.0,brick:feeds
overasserted_flow_direction,high,652,29008,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23551.0,brick:feeds
overasserted_flow_direction,high,654,29010,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23552.0,brick:feeds
overasserted_flow_direction,high,656,29012,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23553.0,brick:feeds
overasserted_flow_direction,high,658,29014,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23554.0,brick:feeds
overasserted_flow_direction,high,660,29016,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23555.0,brick:feeds
overasserted_flow_direction,high,662,29018,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23556.0,brick:feeds
overasserted_flow_direction,high,664,29020,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23557.0,brick:feeds
overasserted_flow_direction,high,666,29022,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23558.0,brick:feeds
overasserted_flow_direction,high,668,29024,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23559.0,brick:feeds
overasserted_flow_direction,high,670,29026,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23560.0,brick:feeds
overasserted_flow_direction,high,672,29028,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23561.0,brick:feeds
overasserted_flow_direction,high,674,29030,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23562.0,brick:feeds
overasserted_flow_direction,high,676,29032,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23563.0,brick:feeds
overasserted_flow_direction,high,678,29034,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23564.0,brick:feeds
overasserted_flow_direction,high,680,29036,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23565.0,brick:feeds
overasserted_flow_direction,high,682,29038,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23566.0,brick:feeds
overasserted_flow_direction,high,684,29040,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23567.0,brick:feeds
overasserted_flow_direction,high,686,29042,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23568.0,brick:feeds
overasserted_flow_direction,high,688,29044,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23569.0,brick:feeds
overasserted_flow_direction,high,690,29046,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23570.0,brick:feeds
overasserted_flow_direction,high,692,29048,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23571.0,brick:feeds
overasserted_flow_direction,high,694,29050,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23572.0,brick:feeds
overasserted_flow_direction,high,696,29052,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23573.0,brick:feeds
overasserted_flow_direction,high,698,29054,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23574.0,brick:feeds
overasserted_flow_direction,high,700,29056,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23575.0,brick:feeds
overasserted_flow_direction,high,702,29058,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23576.0,brick:feeds
overasserted_flow_direction,high,704,29060,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23577.0,brick:feeds
overasserted_flow_direction,high,706,29062,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23578.0,brick:feeds
overasserted_flow_direction,high,708,29064,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23579.0,brick:feeds
overasserted_flow_direction,high,710,29066,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23580.0,brick:feeds
overasserted_flow_direction,high,712,29068,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23581.0,brick:feeds
overasserted_flow_direction,high,714,29070,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23582.0,brick:feeds
overasserted_flow_direction,high,716,29072,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23583.0,brick:feeds
overasserted_flow_direction,high,718,29074,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23584.0,brick:feeds
overasserted_flow_direction,high,720,29076,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23585.0,brick:feeds
overasserted_flow_direction,high,722,29078,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23586.0,brick:feeds
overasserted_flow_direction,high,724,29080,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23587.0,brick:feeds
overasserted_flow_direction,high,726,29082,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23588.0,brick:feeds
overasserted_flow_direction,high,728,29084,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23589.0,brick:feeds
overasserted_flow_direction,high,730,29086,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23590.0,brick:feeds
overasserted_flow_direction,high,732,29088,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23591.0,brick:feeds
overasserted_flow_direction,high,734,29090,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23592.0,brick:feeds
overasserted_flow_direction,high,736,29092,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23593.0,brick:feeds
overasserted_flow_direction,high,738,29094,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23594.0,brick:feeds
overasserted_flow_direction,high,740,29096,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23595.0,brick:feeds
overasserted_flow_direction,high,742,29098,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23596.0,brick:feeds
overasserted_flow_direction,high,744,29100,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23597.0,brick:feeds
overasserted_flow_direction,high,746,29102,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23598.0,brick:feeds
overasserted_flow_direction,high,748,29104,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23599.0,brick:feeds
overasserted_flow_direction,high,750,29106,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23600.0,brick:feeds
overasserted_flow_direction,high,752,29108,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23601.0,brick:feeds
overasserted_flow_direction,high,754,29110,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23602.0,brick:feeds
overasserted_flow_direction,high,756,29112,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23603.0,brick:feeds
overasserted_flow_direction,high,758,29114,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23604.0,brick:feeds
overasserted_flow_direction,high,760,29116,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23605.0,brick:feeds
overasserted_flow_direction,high,762,29118,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23606.0,brick:feeds
overasserted_flow_direction,high,764,29120,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23607.0,brick:feeds
overasserted_flow_direction,high,766,29122,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23608.0,brick:feeds
overasserted_flow_direction,high,768,29124,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23609.0,brick:feeds
overasserted_flow_direction,high,770,29126,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23610.0,brick:feeds
overasserted_flow_direction,high,772,29128,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23611.0,brick:feeds
