issue_type,severity,element,element_index,ifc_type,ontology_class,brick_class,message,architectural_element,architectural_index,architectural_ifc_type,edge_index,predicate
overasserted_flow_direction,high,774,29130,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23612.0,brick:feeds
overasserted_flow_direction,high,776,29132,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23613.0,brick:feeds
overasserted_flow_direction,high,778,29134,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23614.0,brick:feeds
overasserted_flow_direction,high,780,29136,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23615.0,brick:feeds
overasserted_flow_direction,high,782,29138,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23616.0,brick:feeds
overasserted_flow_direction,high,784,29140,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23617.0,brick:feeds
overasserted_flow_direction,high,786,29142,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23618.0,brick:feeds
overasserted_flow_direction,high,788,29144,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23619.0,brick:feeds
overasserted_flow_direction,high,790,29146,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23620.0,brick:feeds
overasserted_flow_direction,high,792,29148,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23621.0,brick:feeds
overasserted_flow_direction,high,794,29150,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23622.0,brick:feeds
overasserted_flow_direction,high,796,29152,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23623.0,brick:feeds
overasserted_flow_direction,high,798,29154,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23624.0,brick:feeds
overasserted_flow_direction,high,800,29156,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23625.0,brick:feeds
overasserted_flow_direction,high,802,29158,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23626.0,brick:feeds
overasserted_flow_direction,high,804,29160,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23627.0,brick:feeds
overasserted_flow_direction,high,806,29162,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23628.0,brick:feeds
overasserted_flow_direction,high,808,29164,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23629.0,brick:feeds
overasserted_flow_direction,high,810,29166,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23630.0,brick:feeds
overasserted_flow_direction,high,812,29168,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23631.0,brick:feeds
overasserted_flow_direction,high,814,29170,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23632.0,brick:feeds
overasserted_flow_direction,high,816,29172,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23633.0,brick:feeds
overasserted_flow_direction,high,818,29174,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23634.0,brick:feeds
overasserted_flow_direction,high,820,29176,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23635.0,brick:feeds
overasserted_flow_direction,high,822,29178,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23636.0,brick:feeds
overasserted_flow_direction,high,824,29180,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23637.0,brick:feeds
overasserted_flow_direction,high,826,29182,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23638.0,brick:feeds
overasserted_flow_direction,high,828,29184,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23639.0,brick:feeds
overasserted_flow_direction,high,830,29186,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23640.0,brick:feeds
overasserted_flow_direction,high,832,29188,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23641.0,brick:feeds
overasserted_flow_direction,high,834,29190,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23642.0,brick:feeds
overasserted_flow_direction,high,836,29192,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23643.0,brick:feeds
overasserted_flow_direction,high,838,29194,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23644.0,brick:feeds
overasserted_flow_direction,high,840,29196,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23645.0,brick:feeds
overasserted_flow_direction,high,842,29198,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23646.0,brick:feeds
overasserted_flow_direction,high,844,29200,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23647.0,brick:feeds
overasserted_flow_direction,high,846,29202,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23648.0,brick:feeds
overasserted_flow_direction,high,848,29204,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23649.0,brick:feeds
overasserted_flow_direction,high,850,29206,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23650.0,brick:feeds
overasserted_flow_direction,high,852,29208,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23651.0,brick:feeds
overasserted_flow_direction,high,854,29210,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23652.0,brick:feeds
overasserted_flow_direction,high,856,29212,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23653.0,brick:feeds
overasserted_flow_direction,high,858,29214,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23654.0,brick:feeds
overasserted_flow_direction,high,860,29216,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23655.0,brick:feeds
overasserted_flow_direction,high,862,29218,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23656.0,brick:feeds
overasserted_flow_direction,high,864,29220,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23657.0,brick:feeds
overasserted_flow_direction,high,866,29222,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23658.0,brick:feeds
overasserted_flow_direction,high,868,29224,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23659.0,brick:feeds
overasserted_flow_direction,high,870,29226,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23660.0,brick:feeds
overasserted_flow_direction,high,872,29228,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23661.0,brick:feeds
overasserted_flow_direction,high,874,29230,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23662.0,brick:feeds
overasserted_flow_direction,high,876,29232,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23663.0,brick:feeds
overasserted_flow_direction,high,878,29234,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23664.0,brick:feeds
overasserted_flow_direction,high,880,29236,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23665.0,brick:feeds
overasserted_flow_direction,high,882,29238,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23666.0,brick:feeds
overasserted_flow_direction,high,884,29240,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23667.0,brick:feeds
overasserted_flow_direction,high,886,29242,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23668.0,brick:feeds
overasserted_flow_direction,high,888,29244,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23669.0,brick:feeds
overasserted_flow_direction,high,890,29246,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23670.0,brick:feeds
overasserted_flow_direction,high,892,29248,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23671.0,brick:feeds
overasserted_flow_direction,high,894,29250,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23672.0,brick:feeds
overasserted_flow_direction,high,896,29252,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23673.0,brick:feeds
overasserted_flow_direction,high,898,29254,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23674.0,brick:feeds
overasserted_flow_direction,high,900,29256,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23675.0,brick:feeds
overasserted_flow_direction,high,902,29258,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23676.0,brick:feeds
overasserted_flow_direction,high,904,29260,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23677.0,brick:feeds
overasserted_flow_direction,high,906,29262,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23678.0,brick:feeds
overasserted_flow_direction,high,908,29264,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23679.0,brick:feeds
overasserted_flow_direction,high,910,29266,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23680.0,brick:feeds
overasserted_flow_direction,high,912,29268,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23681.0,brick:feeds
overasserted_flow_direction,high,914,29270,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23682.0,brick:feeds
overasserted_flow_direction,high,916,29272,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23683.0,brick:feeds
overasserted_flow_direction,high,918,29274,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23684.0,brick:feeds
overasserted_flow_direction,high,920,29276,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23685.0,brick:feeds
overasserted_flow_direction,high,922,29278,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23686.0,brick:feeds
overasserted_flow_direction,high,924,29280,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23687.0,brick:feeds
overasserted_flow_direction,high,926,29282,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23688.0,brick:feeds
overasserted_flow_direction,high,928,29284,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23689.0,brick:feeds
overasserted_flow_direction,high,930,29286,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23690.0,brick:feeds
overasserted_flow_direction,high,932,29288,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23691.0,brick:feeds
overasserted_flow_direction,high,934,29290,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23692.0,brick:feeds
overasserted_flow_direction,high,936,29292,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23693.0,brick:feeds
overasserted_flow_direction,high,938,29294,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23694.0,brick:feeds
overasserted_flow_direction,high,940,29296,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23695.0,brick:feeds
overasserted_flow_direction,high,942,29298,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23696.0,brick:feeds
overasserted_flow_direction,high,944,29300,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23697.0,brick:feeds
overasserted_flow_direction,high,946,29302,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23698.0,brick:feeds
overasserted_flow_direction,high,948,29304,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23699.0,brick:feeds
overasserted_flow_direction,high,950,29306,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23700.0,brick:feeds
overasserted_flow_direction,high,952,29308,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23701.0,brick:feeds
overasserted_flow_direction,high,954,29310,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23702.0,brick:feeds
overasserted_flow_direction,high,956,29312,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23703.0,brick:feeds
overasserted_flow_direction,high,958,29314,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23704.0,brick:feeds
overasserted_flow_direction,high,960,29316,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23705.0,brick:feeds
overasserted_flow_direction,high,962,29318,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23706.0,brick:feeds
overasserted_flow_direction,high,964,29320,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23707.0,brick:feeds
overasserted_flow_direction,high,966,29322,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23708.0,brick:feeds
overasserted_flow_direction,high,968,29324,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23709.0,brick:feeds
overasserted_flow_direction,high,970,29326,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23710.0,brick:feeds
overasserted_flow_direction,high,972,29328,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23711.0,brick:feeds
overasserted_flow_direction,high,974,29330,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23712.0,brick:feeds
overasserted_flow_direction,high,976,29332,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23713.0,brick:feeds
overasserted_flow_direction,high,978,29334,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23714.0,brick:feeds
overasserted_flow_direction,high,980,29336,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23715.0,brick:feeds
overasserted_flow_direction,high,982,29338,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23716.0,brick:feeds
overasserted_flow_direction,high,984,29340,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23717.0,brick:feeds
overasserted_flow_direction,high,986,29342,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23718.0,brick:feeds
overasserted_flow_direction,high,988,29344,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23719.0,brick:feeds
overasserted_flow_direction,high,990,29346,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23720.0,brick:feeds
overasserted_flow_direction,high,992,29348,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23721.0,brick:feeds
overasserted_flow_direction,high,994,29350,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23722.0,brick:feeds
overasserted_flow_direction,high,996,29352,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23723.0,brick:feeds
overasserted_flow_direction,high,998,29354,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23724.0,brick:feeds
overasserted_flow_direction,high,1000,29356,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23725.0,brick:feeds
overasserted_flow_direction,high,1002,29358,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23726.0,brick:feeds
overasserted_flow_direction,high,1004,29360,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23727.0,brick:feeds
overasserted_flow_direction,high,1006,29362,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23728.0,brick:feeds
overasserted_flow_direction,high,1008,29364,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23729.0,brick:feeds
overasserted_flow_direction,high,1010,29366,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23730.0,brick:feeds
overasserted_flow_direction,high,1012,29368,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23731.0,brick:feeds
overasserted_flow_direction,high,1014,29370,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23732.0,brick:feeds
overasserted_flow_direction,high,1016,29372,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23733.0,brick:feeds
overasserted_flow_direction,high,1018,29374,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23734.0,brick:feeds
overasserted_flow_direction,high,1020,29376,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23735.0,brick:feeds
overasserted_flow_direction,high,1022,29378,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23736.0,brick:feeds
overasserted_flow_direction,high,1024,29380,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23737.0,brick:feeds
overasserted_flow_direction,high,1026,29382,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23738.0,brick:feeds
overasserted_flow_direction,high,1028,29384,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23739.0,brick:feeds
overasserted_flow_direction,high,1030,29386,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23740.0,brick:feeds
overasserted_flow_direction,high,1032,29388,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23741.0,brick:feeds
overasserted_flow_direction,high,1034,29390,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23742.0,brick:feeds
overasserted_flow_direction,high,1036,29392,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23743.0,brick:feeds
overasserted_flow_direction,high,1038,29394,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23744.0,brick:feeds
overasserted_flow_direction,high,1040,29396,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23745.0,brick:feeds
overasserted_flow_direction,high,1042,29398,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23746.0,brick:feeds
overasserted_flow_direction,high,1044,29400,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23747.0,brick:feeds
overasserted_flow_direction,high,1046,29402,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23748.0,brick:feeds
overasserted_flow_direction,high,1048,29404,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23749.0,brick:feeds
overasserted_flow_direction,high,1050,29406,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23750.0,brick:feeds
overasserted_flow_direction,high,1052,29408,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23751.0,brick:feeds
overasserted_flow_direction,high,1054,29410,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23752.0,brick:feeds
overasserted_flow_direction,high,1056,29412,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23753.0,brick:feeds
overasserted_flow_direction,high,1058,29414,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23754.0,brick:feeds
overasserted_flow_direction,high,1060,29416,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23755.0,brick:feeds
overasserted_flow_direction,high,1062,29418,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23756.0,brick:feeds
overasserted_flow_direction,high,1064,29420,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23757.0,brick:feeds
overasserted_flow_direction,high,1066,29422,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23758.0,brick:feeds
overasserted_flow_direction,high,1068,29424,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23759.0,brick:feeds
overasserted_flow_direction,high,1070,29426,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23760.0,brick:feeds
overasserted_flow_direction,high,1072,29428,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23761.0,brick:feeds
overasserted_flow_direction,high,1074,29430,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23762.0,brick:feeds
overasserted_flow_direction,high,1076,29432,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23763.0,brick:feeds
overasserted_flow_direction,high,1078,29434,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23764.0,brick:feeds
overasserted_flow_direction,high,1080,29436,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23765.0,brick:feeds
overasserted_flow_direction,high,1082,29438,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23766.0,brick:feeds
overasserted_flow_direction,high,1084,29440,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23767.0,brick:feeds
overasserted_flow_direction,high,1086,29442,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23768.0,brick:feeds
overasserted_flow_direction,high,1088,29444,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23769.0,brick:feeds
overasserted_flow_direction,high,1090,29446,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23770.0,brick:feeds
overasserted_flow_direction,high,1092,29448,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23771.0,brick:feeds
overasserted_flow_direction,high,1094,29450,,top:Port,,IfcRelConnectsPorts was mapped directly to brick:feeds. Use top:connectsPort unless flow direction is proven.,,,,23772.0,brick:feeds
